"","NK cells","T cells","Monocytes","B cells"
"NK cells_PB37",0.211460405878863,0.517348539243168,0.188977135631432,0.0822139192465373
"T cells_PB38",0.00269694412228047,0.338600812686082,0.382470126154835,0.276232117036802
"NK cells_PB39",0.494105717896884,0.391440360595085,0.0890309158348415,0.0254230056731902
"Monocytes_PB40",0.0196644804349926,0.573625421809705,0.288454561415021,0.118255536340281
"NK cells_PB41",0.126141418202505,0.520961628530287,0.226373873731778,0.12652307953543
"B cells_PB42",-1.911843696978e-19,0.29201794847045,0.066791438572249,0.641190612957301
"T cells_PB43",0.0367556405282125,0.264632045756157,0.413105823935014,0.285506489780617
"NK cells_PB44",0.640693558400646,0.275163056966228,0.050038590858161,0.0341047937749654
"T cells_PB45",4.79720911902483e-09,0.488425358110502,0.245359085537486,0.266215551554803
"NK cells_PB46",0.431929218392264,0.413542291708883,0.0966397587684794,0.0578887311303734
"B cells_PB47",1.17922590988467e-09,0.454456707521724,0.111814800133066,0.433728491165984
"NK cells_PB48",0.361687802085658,0.461754480369825,0.127000925350141,0.0495567921943761
"T cells_PB49",0.00450095251583678,0.62069568623502,0.223385770640044,0.151417590609099
"Monocytes_PB50",7.77109714339345e-06,0.713504044619216,0.141097264193639,0.145390920090001
"Monocytes_PB51",4.93696510963412e-20,0.228504220187554,0.600067419184695,0.171428360627751
"Monocytes_PB52",8.93421177343985e-08,0.496673428102466,0.438269304993646,0.0650571775617706
"Monocytes_PB53",2.55525563405467e-06,0.266602579753045,0.6155443603427,0.11785050464862
"NK cells_PB54",0.689238611670999,0.232033297606128,0.0471190501462452,0.0316090405766284
"Monocytes_PB55",1.08152063727499e-06,0.453899667063141,0.257884700749947,0.288214550666275
"Monocytes_PB56",3.25270181973989e-06,0.272170681701225,0.649600758088219,0.0782253075087358
"NK cells_PB57",0.0888728745677247,0.420475298631191,0.197775365897897,0.292876460903187
"T cells_PB58",0.0171800348727825,0.405542362344507,0.312805284846452,0.264472317936258
"T cells_PB59",0.0047406998739819,0.364483120954895,0.338260552613484,0.292515626557639
"T cells_PB60",0.0105779524004127,0.489227872318949,0.344347494228635,0.155846681052004
"NK cells_PB61",0.276390287487277,0.420356426904707,0.119195293122319,0.184057992485698
"B cells_PB62",7.79347827808029e-09,0.445152950852062,0.103540787037615,0.451306254316844
"Monocytes_PB63",1.13001483801228e-06,0.358467868193617,0.570759681736527,0.070771320055018
